pageid,shelf,book,page,filepath,hasrefractive,hasextinction,rangeMin,rangeMax,points
1777,glass,HIKARI-LaSF,J-LASFH2,glass\hikari\J-LASFH2.yml,1,1,0.388865,2.05809,28
1778,glass,HIKARI-LaSF,J-LASF03,glass\hikari\J-LASF03.yml,1,1,0.365015,2.05809,28
1779,glass,HIKARI-LaSF,J-LASF05,glass\hikari\J-LASF05.yml,1,1,0.365015,2.05809,29
1781,glass,HIKARI-LaSF,J-LASFH6,glass\hikari\J-LASFH6.yml,1,1,0.365015,2.05809,25
1782,glass,HIKARI-LaSF,J-LASF08,glass\hikari\J-LASF08.yml,1,1,0.388865,2.05809,28
1784,glass,HIKARI-LaSF,J-LASF09,glass\hikari\J-LASF09.yml,1,1,0.365015,2.05809,29
1786,glass,HIKARI-LaSF,J-LASFH9,glass\hikari\J-LASFH9.yml,1,1,0.365015,2.05809,26
1788,glass,HIKARI-LaSF,J-LASF010,glass\hikari\J-LASF010.yml,1,1,0.365015,2.05809,26
1789,glass,HIKARI-LaSF,J-LASF013,glass\hikari\J-LASF013.yml,1,1,0.365015,2.05809,27
1790,glass,HIKARI-LaSF,J-LASFH13,glass\hikari\J-LASFH13.yml,1,1,0.388865,2.05809,25
1792,glass,HIKARI-LaSF,J-LASF014,glass\hikari\J-LASF014.yml,1,1,0.365015,2.05809,30
1793,glass,HIKARI-LaSF,J-LASF015,glass\hikari\J-LASF015.yml,1,1,0.365015,2.05809,30
1794,glass,HIKARI-LaSF,J-LASFH15,glass\hikari\J-LASFH15.yml,1,1,0.388865,2.05809,25
1795,glass,HIKARI-LaSF,J-LASF016,glass\hikari\J-LASF016.yml,1,1,0.365015,2.05809,31
1796,glass,HIKARI-LaSF,J-LASFH16,glass\hikari\J-LASFH16.yml,1,1,0.388865,2.05809,24
1797,glass,HIKARI-LaSF,J-LASF017,glass\hikari\J-LASF017.yml,1,1,0.365015,2.05809,29
1798,glass,HIKARI-LaSF,J-LASFH17,glass\hikari\J-LASFH17.yml,1,1,0.388865,2.05809,22
1800,glass,HIKARI-LaSF,J-LASF021,glass\hikari\J-LASF021.yml,1,1,0.388865,2.05809,25
1802,glass,HIKARI-LaSF,J-LASFH21,glass\hikari\J-LASFH21.yml,1,1,0.388865,2.05809,25
1804,glass,HIKARI-LaSF,J-LASFH23,glass\hikari\J-LASFH23.yml,1,1,0.388865,2.05809,25
1805,glass,HIKARI-LaSF,J-LASFH24,glass\hikari\J-LASFH24.yml,1,1,0.388865,2.05809,24
1813,glass,HIKARI-LaSF,Q-LASF03S,glass\hikari\Q-LASF03S.yml,1,1,0.365015,2.05809,29
1815,glass,HIKARI-LaSF,Q-LASFH11S,glass\hikari\Q-LASFH11S.yml,1,1,0.388865,2.05809,33
1816,glass,HIKARI-LaSF,Q-LASFH12S,glass\hikari\Q-LASFH12S.yml,1,1,0.388865,2.05809,31
1819,glass,HIKARI-LaSF,Q-LASFH58S,glass\hikari\Q-LASFH58S.yml,1,1,0.365015,2.05809,28
1820,glass,HIKARI-LaSF,Q-LASFH59S,glass\hikari\Q-LASFH59S.yml,1,1,0.365015,2.05809,29
1825,glass,HIKARI-KzF,J-KZFH1,glass\hikari\J-KZFH1.yml,1,1,0.365015,2.05809,28
1829,glass,HIKARI-KF,J-KF6,glass\hikari\J-KF6.yml,1,1,0.365015,2.05809,27
1830,glass,HIKARI-molding,Q-FK01S,glass\hikari\Q-FK01S.yml,1,1,0.365015,2.05809,33
1831,glass,HIKARI-molding,Q-FKH2S,glass\hikari\Q-FKH2S.yml,1,1,0.365015,2.05809,31
1832,glass,HIKARI-molding,Q-PSKH1S,glass\hikari\Q-PSKH1S.yml,1,1,0.388865,2.05809,31
1833,glass,HIKARI-molding,Q-PSKH2S,glass\hikari\Q-PSKH2S.yml,1,1,0.365015,2.05809,33
1834,glass,HIKARI-molding,Q-PSKH4S,glass\hikari\Q-PSKH4S.yml,1,1,0.365015,2.05809,32
1835,glass,HIKARI-molding,Q-SK15S,glass\hikari\Q-SK15S.yml,1,1,0.365015,2.05809,33
1836,glass,HIKARI-molding,Q-SK52S,glass\hikari\Q-SK52S.yml,1,1,0.365015,2.05809,33
1837,glass,HIKARI-molding,Q-SK55S,glass\hikari\Q-SK55S.yml,1,1,0.365015,2.05809,33
1838,glass,HIKARI-molding,Q-SF6S,glass\hikari\Q-SF6S.yml,1,1,0.3888865,2.05809,24
1839,glass,HIKARI-molding,Q-LAK52S,glass\hikari\Q-LAK52S.yml,1,1,0.365015,2.05809,33
1840,glass,HIKARI-molding,Q-LAK53S,glass\hikari\Q-LAK53S.yml,1,1,0.365015,2.05809,33
1841,glass,HIKARI-molding,Q-LAF010S,glass\hikari\Q-LAF010S.yml,1,1,0.365015,2.05809,33
1842,glass,HIKARI-molding,Q-LASF03S,glass\hikari\Q-LASF03S.yml,1,1,0.365015,2.05809,29
1843,glass,HIKARI-molding,Q-LASFH11S,glass\hikari\Q-LASFH11S.yml,1,1,0.388865,2.05809,33
1844,glass,HIKARI-molding,Q-LASFH12S,glass\hikari\Q-LASFH12S.yml,1,1,0.388865,2.05809,31
1845,glass,HIKARI-molding,Q-LASFH58S,glass\hikari\Q-LASFH58S.yml,1,1,0.365015,2.05809,28
1846,glass,HIKARI-molding,Q-LASFH59S,glass\hikari\Q-LASFH59S.yml,1,1,0.365015,2.05809,29
1847,glass,CDGM-K,K4A,glass\cdgm\K4A.yml,1,0,0.365,0.7065,200
1852,glass,CDGM-K,H-K5,glass\cdgm\H-K5.yml,1,0,0.365,0.7065,200
1853,glass,CDGM-K,H-K6,glass\cdgm\H-K6.yml,1,0,0.365,0.7065,200
1854,glass,CDGM-K,H-K7,glass\cdgm\H-K7.yml,1,0,0.365,0.7065,200
1857,glass,CDGM-K,H-K9L,glass\cdgm\H-K9L.yml,1,0,0.365,0.7065,200
1860,glass,CDGM-K,H-K10,glass\cdgm\H-K10.yml,1,0,0.365,0.7065,200
1861,glass,CDGM-K,H-K11,glass\cdgm\H-K11.yml,1,0,0.365,0.7065,200
1863,glass,CDGM-K,H-K50,glass\cdgm\H-K50.yml,1,0,0.365,0.7065,200
1864,glass,CDGM-K,H-K51,glass\cdgm\H-K51.yml,1,0,0.365,0.7065,200
1865,glass,CDGM-QK,H-QK1,glass\cdgm\H-QK1.yml,1,0,0.365,0.7065,200
1866,glass,CDGM-QK,H-QK3L,glass\cdgm\H-QK3L.yml,1,0,0.365,0.7065,200
1870,glass,CDGM-ZK,H-ZK1,glass\cdgm\H-ZK1.yml,1,0,0.365,0.7065,200
1871,glass,CDGM-ZK,H-ZK2,glass\cdgm\H-ZK2.yml,1,0,0.365,0.7065,200
1872,glass,CDGM-ZK,H-ZK3,glass\cdgm\H-ZK3.yml,1,0,0.365,0.7065,200
1874,glass,CDGM-ZK,H-ZK4,glass\cdgm\H-ZK4.yml,1,0,0.365,0.7065,200
1875,glass,CDGM-ZK,H-ZK5,glass\cdgm\H-ZK5.yml,1,0,0.365,0.7065,200
1876,glass,CDGM-ZK,H-ZK6,glass\cdgm\H-ZK6.yml,1,0,0.365,0.7065,200
1877,glass,CDGM-ZK,H-ZK7,glass\cdgm\H-ZK7.yml,1,0,0.365,0.7065,200
1878,glass,CDGM-ZK,H-ZK8,glass\cdgm\H-ZK8.yml,1,0,0.365,0.7065,200
1879,glass,CDGM-ZK,H-ZK9A,glass\cdgm\H-ZK9A.yml,1,0,0.365,0.7065,200
1881,glass,CDGM-ZK,H-ZK10,glass\cdgm\H-ZK10.yml,1,0,0.365,0.7065,200
1882,glass,CDGM-ZK,H-ZK10L,glass\cdgm\H-ZK10L.yml,1,0,0.365,0.7065,200
1883,glass,CDGM-ZK,H-ZK11,glass\cdgm\H-ZK11.yml,1,0,0.365,0.7065,200
1884,glass,CDGM-ZK,H-ZK14,glass\cdgm\H-ZK14.yml,1,0,0.365,0.7065,200
1886,glass,CDGM-ZK,H-ZK21,glass\cdgm\H-ZK21.yml,1,0,0.365,0.7065,200
1887,glass,CDGM-ZK,H-ZK50,glass\cdgm\H-ZK50.yml,1,0,0.365,0.7065,200
1889,glass,CDGM-BAK,H-BAK1,glass\cdgm\H-BAK1.yml,1,0,0.365,0.7065,200
1890,glass,CDGM-BAK,H-BAK2,glass\cdgm\H-BAK2.yml,1,0,0.365,0.7065,200
1891,glass,CDGM-BAK,H-BAK3,glass\cdgm\H-BAK3.yml,1,0,0.365,0.7065,200
1892,glass,CDGM-BAK,H-BAK4,glass\cdgm\H-BAK4.yml,1,0,0.365,0.7065,200
1893,glass,CDGM-BAK,H-BAK5,glass\cdgm\H-BAK5.yml,1,0,0.365,0.7065,200
1894,glass,CDGM-BAK,H-BAK6,glass\cdgm\H-BAK6.yml,1,0,0.365,0.7065,200
1895,glass,CDGM-BAK,H-BAK7,glass\cdgm\H-BAK7.yml,1,0,0.365,0.7065,200
1897,glass,CDGM-BAK,H-BAK8,glass\cdgm\H-BAK8.yml,1,0,0.365,0.7065,200
1899,glass,CDGM-FK,H-KF6,glass\cdgm\H-KF6.yml,1,0,0.365,0.7065,200
1900,glass,CDGM-FK,H-FK61,glass\cdgm\H-FK61.yml,1,0,0.365,0.7065,200
1905,glass,CDGM-LAK,D-LAK70,glass\cdgm\D-LAK70.yml,1,0,0.365,0.7065,200
1908,glass,CDGM-LAK,H-LAK3,glass\cdgm\H-LAK3.yml,1,0,0.365,0.7065,200
1909,glass,CDGM-LAK,H-LAK4L,glass\cdgm\H-LAK4L.yml,1,0,0.365,0.7065,200
1910,glass,CDGM-LAK,H-LAK5A,glass\cdgm\H-LAK5A.yml,1,0,0.365,0.7065,200
1913,glass,CDGM-LAK,H-LAK8A,glass\cdgm\H-LAK8A.yml,1,0,0.365,0.7065,200
1915,glass,CDGM-LAK,H-LAK10,glass\cdgm\H-LAK10.yml,1,0,0.365,0.7065,200
1920,glass,CDGM-LAK,H-LAK52,glass\cdgm\H-LAK52.yml,1,0,0.365,0.7065,200
1921,glass,CDGM-LAK,H-LAK53A,glass\cdgm\H-LAK53A.yml,1,0,0.365,0.7065,200
1923,glass,CDGM-LAK,H-LAK54,glass\cdgm\H-LAK54.yml,1,0,0.365,0.7065,200
1925,glass,CDGM-LAK,H-LAK61,glass\cdgm\H-LAK61.yml,1,0,0.365,0.7065,200
1926,glass,CDGM-LAK,H-LAK67,glass\cdgm\H-LAK67.yml,1,0,0.365,0.7065,200
1933,glass,CDGM-F,F1,glass\cdgm\F1.yml,1,0,0.365,0.7065,200
1934,glass,CDGM-F,F2,glass\cdgm\F2.yml,1,0,0.365,0.7065,200
1935,glass,CDGM-F,F3,glass\cdgm\F3.yml,1,0,0.365,0.7065,200
1936,glass,CDGM-F,F4,glass\cdgm\F4.yml,1,0,0.365,0.7065,200
1937,glass,CDGM-F,F5,glass\cdgm\F5.yml,1,0,0.365,0.7065,200
1938,glass,CDGM-F,F6,glass\cdgm\F6.yml,1,0,0.365,0.7065,200
1939,glass,CDGM-F,F7,glass\cdgm\F7.yml,1,0,0.365,0.7065,200
1940,glass,CDGM-F,F13,glass\cdgm\F13.yml,1,0,0.365,0.7065,200
1941,glass,CDGM-F,H-F1,glass\cdgm\H-F1.yml,1,0,0.365,0.7065,200
1943,glass,CDGM-F,H-F4,glass\cdgm\H-F4.yml,1,0,0.365,0.7065,200
1944,glass,CDGM-F,H-F13,glass\cdgm\H-F13.yml,1,0,0.365,0.7065,200
1945,glass,CDGM-F,H-F51,glass\cdgm\H-F51.yml,1,0,0.365,0.7065,200
1946,glass,CDGM-QF,QF1,glass\cdgm\QF1.yml,1,0,0.365,0.7065,200
1947,glass,CDGM-QF,QF3,glass\cdgm\QF3.yml,1,0,0.365,0.7065,200
1948,glass,CDGM-QF,QF5,glass\cdgm\QF5.yml,1,0,0.365,0.7065,200
1949,glass,CDGM-QF,QF6,glass\cdgm\QF6.yml,1,0,0.365,0.7065,200
1950,glass,CDGM-QF,QF8,glass\cdgm\QF8.yml,1,0,0.365,0.7065,200
1951,glass,CDGM-QF,QF50,glass\cdgm\QF50.yml,1,0,0.365,0.7065,200
1952,glass,CDGM-QF,H-QF1,glass\cdgm\H-QF1.yml,1,0,0.365,0.7065,200
1953,glass,CDGM-QF,H-QF3,glass\cdgm\H-QF3.yml,1,0,0.365,0.7065,200
1955,glass,CDGM-QF,H-QF8,glass\cdgm\H-QF8.yml,1,0,0.365,0.7065,200
1958,glass,CDGM-QF,H-QF56,glass\cdgm\H-QF56.yml,1,0,0.365,0.7065,200
1959,glass,CDGM-ZF,ZF1,glass\cdgm\ZF1.yml,1,0,0.365,0.7065,200
1960,glass,CDGM-ZF,ZF2,glass\cdgm\ZF2.yml,1,0,0.365,0.7065,200
1961,glass,CDGM-ZF,ZF3,glass\cdgm\ZF3.yml,1,0,0.365,0.7065,200
1962,glass,CDGM-ZF,ZF4,glass\cdgm\ZF4.yml,1,0,0.365,0.7065,200
1963,glass,CDGM-ZF,ZF5,glass\cdgm\ZF5.yml,1,0,0.365,0.7065,200
1964,glass,CDGM-ZF,ZF6,glass\cdgm\ZF6.yml,1,0,0.365,0.7065,200
1966,glass,CDGM-ZF,ZF7L,glass\cdgm\ZF7L.yml,1,0,0.365,0.7065,200
1968,glass,CDGM-ZF,ZF8,glass\cdgm\ZF8.yml,1,0,0.365,0.7065,200
1969,glass,CDGM-ZF,ZF10,glass\cdgm\ZF10.yml,1,0,0.365,0.7065,200
1970,glass,CDGM-ZF,ZF11,glass\cdgm\ZF11.yml,1,0,0.365,0.7065,200
1971,glass,CDGM-ZF,H-ZF11,glass\cdgm\H-ZF11.yml,1,0,0.365,0.7065,200
1972,glass,CDGM-ZF,ZF12,glass\cdgm\ZF12.yml,1,0,0.365,0.7065,200
1973,glass,CDGM-ZF,ZF13,glass\cdgm\ZF13.yml,1,0,0.365,0.7065,200
1974,glass,CDGM-ZF,ZF50,glass\cdgm\ZF50.yml,1,0,0.365,0.7065,200
1975,glass,CDGM-ZF,ZF51,glass\cdgm\ZF51.yml,1,0,0.365,0.7065,200
1979,glass,CDGM-ZF,H-ZF1,glass\cdgm\H-ZF1.yml,1,0,0.365,0.7065,200
1980,glass,CDGM-ZF,H-ZF2,glass\cdgm\H-ZF2.yml,1,0,0.365,0.7065,200
1981,glass,CDGM-ZF,H-ZF3,glass\cdgm\H-ZF3.yml,1,0,0.365,0.7065,200
1984,glass,CDGM-ZF,H-ZF5,glass\cdgm\H-ZF5.yml,1,0,0.365,0.7065,200
1985,glass,CDGM-ZF,H-ZF6,glass\cdgm\H-ZF6.yml,1,0,0.365,0.7065,200
1986,glass,CDGM-ZF,H-ZF7LA,glass\cdgm\H-ZF7LA.yml,1,0,0.365,0.7065,200
1988,glass,CDGM-ZF,H-ZF10,glass\cdgm\H-ZF10.yml,1,0,0.365,0.7065,200
1989,glass,CDGM-ZF,H-ZF12,glass\cdgm\H-ZF12.yml,1,0,0.365,0.7065,200
1990,glass,CDGM-ZF,H-ZF13,glass\cdgm\H-ZF13.yml,1,0,0.365,0.7065,200
1993,glass,CDGM-ZF,H-ZF50,glass\cdgm\H-ZF50.yml,1,0,0.365,0.7065,200
1995,glass,CDGM-ZF,H-ZF52A,glass\cdgm\H-ZF52A.yml,1,0,0.365,0.7065,200
1998,glass,CDGM-ZF,H-ZF62,glass\cdgm\H-ZF62.yml,1,0,0.365,1.014,200
2002,glass,CDGM-TF,TF3,glass\cdgm\TF3.yml,1,0,0.365,0.7065,200
2007,glass,CDGM-BAF,BAF4,glass\cdgm\BAF4.yml,1,0,0.365,0.7065,200
2008,glass,CDGM-BAF,BAF5,glass\cdgm\BAF5.yml,1,0,0.365,0.7065,200
2009,glass,CDGM-BAF,BAF7,glass\cdgm\BAF7.yml,1,0,0.365,0.7065,200
2017,glass,CDGM-ZBAF,ZBAF2,glass\cdgm\ZBAF2.yml,1,0,0.365,0.7065,200
2021,glass,CDGM-ZBAF,H-ZBAF3,glass\cdgm\H-ZBAF3.yml,1,0,0.365,0.7065,200
2023,glass,CDGM-ZBAF,H-ZBAF5,glass\cdgm\H-ZBAF5.yml,1,0,0.365,0.7065,200
2024,glass,CDGM-ZBAF,H-ZBAF16,glass\cdgm\H-ZBAF16.yml,1,0,0.365,0.7065,200
2025,glass,CDGM-ZBAF,H-ZBAF20,glass\cdgm\H-ZBAF20.yml,1,0,0.365,0.7065,200
2026,glass,CDGM-ZBAF,H-ZBAF21,glass\cdgm\H-ZBAF21.yml,1,0,0.365,0.7065,200
2027,glass,CDGM-ZBAF,H-ZBAF50,glass\cdgm\H-ZBAF50.yml,1,0,0.365,0.7065,200
2028,glass,CDGM-ZBAF,H-ZBAF52,glass\cdgm\H-ZBAF52.yml,1,0,0.365,0.7065,200
2032,glass,CDGM-LAF,D-LAF79,glass\cdgm\D-LAF79.yml,1,0,0.365,0.7065,200
2035,glass,CDGM-LAF,H-LAF2,glass\cdgm\H-LAF2.yml,1,0,0.365,0.7065,200
2037,glass,CDGM-LAF,H-LAF4,glass\cdgm\H-LAF4.yml,1,0,0.365,0.7065,200
2040,glass,CDGM-LAF,H-LAF6LA,glass\cdgm\H-LAF6LA.yml,1,0,0.365,0.7065,200
2045,glass,CDGM-LAF,H-LAF52,glass\cdgm\H-LAF52.yml,1,0,0.365,0.7065,200
2046,glass,CDGM-LAF,H-LAF53,glass\cdgm\H-LAF53.yml,1,0,0.365,0.7065,200
2047,glass,CDGM-LAF,H-LAF54,glass\cdgm\H-LAF54.yml,1,0,0.365,0.7065,200
2049,glass,CDGM-LAF,H-LAF62,glass\cdgm\H-LAF62.yml,1,0,0.365,0.7065,200
2063,glass,CDGM-ZLAF,H-ZLAF51,glass\cdgm\H-ZLAF51.yml,1,0,0.365,0.7065,200
2064,glass,CDGM-ZLAF,H-ZLAF52,glass\cdgm\H-ZLAF52.yml,1,0,0.365,0.7065,200
2071,glass,CDGM-ZLAF,H-ZLAF66,glass\cdgm\H-ZLAF66.yml,1,0,0.365,0.7065,200
2085,glass,CDGM-KF,H-KF6,glass\cdgm\H-KF6.yml,1,0,0.365,0.7065,200
2086,glass,HOYA-C,E-C3,glass\hoya\E-C3.yml,1,0,0.28,1.55,200
2087,glass,HOYA-BSC,BSC7,glass\hoya\BSC7.yml,1,0,0.28,1.55,200
2088,glass,HOYA-BaC,BAC4,glass\hoya\BAC4.yml,1,0,0.28,1.55,200
2089,glass,HOYA-BaCD,BACD2,glass\hoya\BACD2.yml,1,0,0.3,1.55,200
2090,glass,HOYA-BaCD,BACD4,glass\hoya\BACD4.yml,1,0,0.29,1.55,200
2091,glass,HOYA-BaCD,BACD5,glass\hoya\BACD5.yml,1,0,0.28,1.55,200
2092,glass,HOYA-BaCD,BACD11,glass\hoya\BACD11.yml,1,0,0.29,1.55,200
2093,glass,HOYA-BaCD,BACD14,glass\hoya\BACD14.yml,1,0,0.29,1.55,200
2094,glass,HOYA-BaCD,BACD15,glass\hoya\BACD15.yml,1,0,0.28,1.55,200
2095,glass,HOYA-BaCD,BACD16,glass\hoya\BACD16.yml,1,0,0.28,1.55,200
2096,glass,HOYA-BaCD,BACD18,glass\hoya\BACD18.yml,1,0,0.32,1.55,200
2097,glass,HOYA-BaCD,E-BACD10,glass\hoya\E-BACD10.yml,1,0,0.28,1.55,200
2098,glass,HOYA-BaCD,M-BACD5N,glass\hoya\M-BACD5N.yml,1,0,0.28,1.55,200
2099,glass,HOYA-BaCD,M-BACD12,glass\hoya\M-BACD12.yml,1,0,0.28,0.7,200
2100,glass,HOYA-BaCD,M-BACD15,glass\hoya\M-BACD15.yml,1,0,0.28,1.55,200
2106,glass,HOYA-BaCED,BACED5,glass\hoya\BACED5.yml,1,0,0.32,1.55,200
2107,glass,HOYA-BaCED,E-BACED20,glass\hoya\E-BACED20.yml,1,0,0.28,1.55,200
2108,glass,HOYA-FC,FC5,glass\hoya\FC5.yml,1,0,0.28,1.55,200
2109,glass,HOYA-FCD,FCD1,glass\hoya\FCD1.yml,1,0,0.28,1.55,200
2111,glass,HOYA-FCD,FCD10,glass\hoya\FCD10.yml,1,0,0.28,1.55,200
2123,glass,HOYA-LaC,LAC7,glass\hoya\LAC7.yml,1,0,0.28,1.55,200
2124,glass,HOYA-LaC,LAC8,glass\hoya\LAC8.yml,1,0,0.28,1.55,200
2125,glass,HOYA-LaC,LAC9,glass\hoya\LAC9.yml,1,0,0.28,1.55,200
2126,glass,HOYA-LaC,LAC10,glass\hoya\LAC10.yml,1,0,0.29,1.55,200
2127,glass,HOYA-LaC,LAC12,glass\hoya\LAC12.yml,1,0,0.29,1.55,200
2128,glass,HOYA-LaC,LAC13,glass\hoya\LAC13.yml,1,0,0.29,1.55,200
2129,glass,HOYA-LaC,LAC14,glass\hoya\LAC14.yml,1,0,0.28,1.55,200
2132,glass,HOYA-LaC,M-LAC130,glass\hoya\M-LAC130.yml,1,0,0.28,0.7,200
2137,glass,HOYA-LaCL,LACL60,glass\hoya\LACL60.yml,1,0,0.28,1.55,200
2138,glass,HOYA-LBC,LBC3N,glass\hoya\LBC3N.yml,1,0,0.28,1.55,200
2139,glass,HOYA-PCD,PCD4,glass\hoya\PCD4.yml,1,0,0.28,1.55,200
2142,glass,HOYA-PCD,M-PCD4,glass\hoya\M-PCD4.yml,1,0,0.33,1.55,200
2143,glass,HOYA-PCD,M-PCD51,glass\hoya\M-PCD51.yml,1,0,0.28,1.55,200
2148,glass,HOYA-TaC,TAC2,glass\hoya\TAC2.yml,1,0,0.28,1.55,200
2149,glass,HOYA-TaC,TAC4,glass\hoya\TAC4.yml,1,0,0.28,1.55,200
2150,glass,HOYA-TaC,TAC6,glass\hoya\TAC6.yml,1,0,0.28,1.55,200
2151,glass,HOYA-TaC,TAC8,glass\hoya\TAC8.yml,1,0,0.28,1.55,200
2156,glass,HOYA-F,E-F1,glass\hoya\E-F1.yml,1,0,0.35,1.55,200
2157,glass,HOYA-F,E-F2,glass\hoya\E-F2.yml,1,0,0.35,1.55,200
2158,glass,HOYA-F,E-F3,glass\hoya\E-F3.yml,1,0,0.35,1.55,200
2159,glass,HOYA-F,E-F5,glass\hoya\E-F5.yml,1,0,0.35,1.55,200
2160,glass,HOYA-F,E-F8,glass\hoya\E-F8.yml,1,0,0.35,1.55,200
2161,glass,HOYA-FL,E-FL5,glass\hoya\E-FL5.yml,1,0,0.35,1.55,200
2162,glass,HOYA-FL,E-FL6,glass\hoya\E-FL6.yml,1,0,0.35,1.55,200
2163,glass,HOYA-FEL,E-FEL1,glass\hoya\E-FEL1.yml,1,0,0.34,1.55,200
2164,glass,HOYA-FEL,E-FEL2,glass\hoya\E-FEL2.yml,1,0,0.34,1.55,200
2165,glass,HOYA-FEL,E-FEL6,glass\hoya\E-FEL6.yml,1,0,0.33,1.55,200
2166,glass,HOYA-FD,FD60,glass\hoya\FD60.yml,1,0,0.37,1.55,200
2168,glass,HOYA-FD,FD110,glass\hoya\FD110.yml,1,0,0.36,1.55,200
2169,glass,HOYA-FD,FD140,glass\hoya\FD140.yml,1,0,0.37,1.55,200
2171,glass,HOYA-FD,E-FD1,glass\hoya\E-FD1.yml,1,0,0.36,1.55,200
2172,glass,HOYA-FD,E-FD2,glass\hoya\E-FD2.yml,1,0,0.35,1.55,200
2173,glass,HOYA-FD,E-FD4,glass\hoya\E-FD4.yml,1,0,0.36,1.55,200
2174,glass,HOYA-FD,E-FD5,glass\hoya\E-FD5.yml,1,0,0.35,1.55,200
2175,glass,HOYA-FD,E-FD7,glass\hoya\E-FD7.yml,1,0,0.35,1.55,200
2176,glass,HOYA-FD,E-FD8,glass\hoya\E-FD8.yml,1,0,0.35,1.55,200
2177,glass,HOYA-FD,E-FD10,glass\hoya\E-FD10.yml,1,0,0.36,1.55,200
2178,glass,HOYA-FD,E-FD13,glass\hoya\E-FD13.yml,1,0,0.36,1.55,200
2179,glass,HOYA-FD,E-FD15,glass\hoya\E-FD15.yml,1,0,0.36,1.55,200
2180,glass,HOYA-FD,M-FD80,glass\hoya\M-FD80.yml,1,0,0.37,1.55,200
2183,glass,HOYA-FDS,FDS18,glass\hoya\FDS18.yml,1,0,0.4,1.55,200
2186,glass,HOYA-FDS,FDS90,glass\hoya\FDS90.yml,1,0,0.37,1.55,200
2189,glass,HOYA-FDS,E-FDS1,glass\hoya\E-FDS1.yml,1,0,0.39,1.55,200
2195,glass,HOYA-FDS,M-FDS910,glass\hoya\M-FDS910.yml,1,0,0.38,1.55,200
2201,glass,HOYA-ADF,E-ADF10,glass\hoya\E-ADF10.yml,1,0,0.32,1.55,200
2202,glass,HOYA-ADF,E-ADF50,glass\hoya\E-ADF50.yml,1,0,0.34,1.55,200
2203,glass,HOYA-BaF,BAF10,glass\hoya\BAF10.yml,1,0,0.34,0.7,200
2204,glass,HOYA-BaF,BAF11,glass\hoya\BAF11.yml,1,0,0.33,1.55,200
2205,glass,HOYA-BaF,E-BAF8,glass\hoya\E-BAF8.yml,1,0,0.33,1.55,200
2206,glass,HOYA-BaFD,BAFD7,glass\hoya\BAFD7.yml,1,0,0.34,1.55,200
2207,glass,HOYA-BaFD,BAFD8,glass\hoya\BAFD8.yml,1,0,0.36,1.55,200
2208,glass,HOYA-FF,FF5,glass\hoya\FF5.yml,1,0,0.35,0.7,200
2209,glass,HOYA-FF,FF8,glass\hoya\FF8.yml,1,0,0.36,1.55,200
2210,glass,HOYA-LaF,LAF2,glass\hoya\LAF2.yml,1,0,0.31,1.55,200
2211,glass,HOYA-LaF,LAF3,glass\hoya\LAF3.yml,1,0,0.32,1.55,200
2212,glass,HOYA-LaF,E-LAF7,glass\hoya\E-LAF7.yml,1,0,0.35,1.55,200
2213,glass,HOYA-LaF,M-LAF81,glass\hoya\M-LAF81.yml,1,0,0.33,0.7,200
2215,glass,HOYA-NbF,NBF1,glass\hoya\NBF1.yml,1,0,0.29,1.55,200
2216,glass,HOYA-NbF,M-NBF1,glass\hoya\M-NBF1.yml,1,0,0.28,0.7,200
2219,glass,HOYA-NbFD,NBFD3,glass\hoya\NBFD3.yml,1,0,0.35,1.55,200
2220,glass,HOYA-NbFD,NBFD10,glass\hoya\NBFD10.yml,1,0,0.34,1.55,200
2221,glass,HOYA-NbFD,NBFD11,glass\hoya\NBFD11.yml,1,0,0.31,1.55,200
2222,glass,HOYA-NbFD,NBFD12,glass\hoya\NBFD12.yml,1,0,0.32,1.55,200
2223,glass,HOYA-NbFD,NBFD13,glass\hoya\NBFD13.yml,1,0,0.34,1.55,200
2224,glass,HOYA-NbFD,NBFD15,glass\hoya\NBFD15.yml,1,0,0.34,1.55,200
2226,glass,HOYA-NbFD,M-NBFD10,glass\hoya\M-NBFD10.yml,1,0,0.35,1.55,200
2227,glass,HOYA-NbFD,M-NBFD130,glass\hoya\M-NBFD130.yml,1,0,0.33,1.55,200
2231,glass,HOYA-TaF,TAF1,glass\hoya\TAF1.yml,1,0,0.29,1.55,200
2232,glass,HOYA-TaF,TAF2,glass\hoya\TAF2.yml,1,0,0.31,1.55,200
2233,glass,HOYA-TaF,TAF3,glass\hoya\TAF3.yml,1,0,0.3,1.55,200
2235,glass,HOYA-TaF,TAF4,glass\hoya\TAF4.yml,1,0,0.31,1.55,200
2236,glass,HOYA-TaF,TAF5,glass\hoya\TAF5.yml,1,0,0.3,0.7,200
2238,glass,HOYA-TaF,M-TAF31,glass\hoya\M-TAF31.yml,1,0,0.32,1.55,200
2239,glass,HOYA-TaF,M-TAF101,glass\hoya\M-TAF101.yml,1,0,0.32,1.55,200
2241,glass,HOYA-TaF,M-TAF401,glass\hoya\M-TAF401.yml,1,0,0.32,1.55,200
2251,glass,HOYA-TaFD,TAFD5F,glass\hoya\TAFD5F.yml,1,0,0.33,1.55,200
2253,glass,HOYA-TaFD,TAFD25,glass\hoya\TAFD25.yml,1,0,0.36,1.55,200
